Grid_name,MAE,RMSE,MAPE,sMAPE
grid1,3.7170670063877886,21.76736748029224,19.895880742427572,17.410521376650177
grid2,1.6549913149715736,4.607698244501465,13.100259417923112,12.636562338946458
grid3,0.1529051494975501,0.06946313121455094,14.448004822574237,12.793261857974825
Accumulative,4.653420813595427,34.33895093218989,13.45676927432939,12.813684909444357
