,grid1-loss-prophet-daily,grid1-loss-prophet-pred,grid1-loss-prophet-trend,grid1-loss-prophet-weekly,grid1-loss-prophet-yearly,grid2-loss-prophet-daily,grid2-loss-prophet-pred,grid2-loss-prophet-trend,grid2-loss-prophet-weekly,grid2-loss-prophet-yearly,grid3-loss-prophet-pred,grid3-loss-prophet-trend,grid3-loss-prophet-weekly,grid3-loss-prophet-yearly
7687,1.9274799999999999,21.4779,23.8118,1.01309,-5.27451,0.449862,10.6744,15.306,0.147531,-5.2289900000000005,,,,
7688,2.15029,21.6973,23.8143,1.00051,-5.2678199999999995,0.44834700000000005,10.6661,15.3066,0.139811,-5.22864,,,,
7689,1.9003,21.4425,23.8167,0.9865870000000001,-5.2611099999999995,0.359648,10.5709,15.3072,0.13233599999999998,-5.228280000000001,,,,
7690,1.58228,21.1184,23.8192,0.9713510000000001,-5.25439,0.259384,10.4645,15.3079,0.125132,-5.22792,,,,
7691,1.4681600000000001,20.997,23.8216,0.954834,-5.2476400000000005,0.190966,10.3901,15.3085,0.11822300000000001,-5.22755,,,,
7692,1.5561200000000002,21.0764,23.8241,0.937091,-5.240880000000001,0.15356199999999998,10.3471,15.3091,0.111631,-5.227180000000001,,,,
7693,1.6772599999999998,21.1879,23.8265,0.9181950000000001,-5.2341,0.13045,10.3188,15.3097,0.105376,-5.2268,,,,
7694,1.70777,21.2077,23.8289,0.8982370000000001,-5.2273,0.121049,10.3045,15.3104,0.09947560000000001,-5.22642,,,,
7695,1.6701,21.1583,23.8314,0.877326,-5.22049,0.141836,10.3208,15.311,0.09394739999999999,-5.226030000000001,,,,
7696,1.6448599999999998,21.1206,23.8338,0.855585,-5.21365,0.197971,10.3728,15.3116,0.0888057,-5.22564,,,,
7697,1.61495,21.0776,23.8363,0.83315,-5.2068,0.259817,10.4309,15.3123,0.0840631,-5.22525,,,,
7698,1.4247100000000001,20.8737,23.8387,0.8101729999999999,-5.19993,0.273928,10.4417,15.3129,0.0797303,-5.22484,,,,
7699,0.906335,20.3413,23.8412,0.786812,-5.19305,0.201874,10.3668,15.3135,0.07581610000000001,-5.22444,,,,
7700,0.0452326,19.4659,23.8436,0.7632359999999999,-5.18614,0.0504516,10.2129,15.3141,0.07232689999999999,-5.22403,,,,
7701,-0.986025,18.4204,23.8461,0.739618,-5.17922,-0.135701,10.0247,15.3148,0.0692671,-5.22361,,,,
7702,-1.9583400000000002,17.434,23.8485,0.716132,-5.17227,-0.310689,9.84817,15.3154,0.0666385,-5.22319,,,,
7703,-2.74683,15.9787,22.628,0.68055,-4.58309,-0.45652,9.58775,15.0011,0.0629631,-5.019769999999999,,,,
7704,-3.3364599999999998,15.3727,22.63,0.655762,-4.57658,-0.5734640000000001,9.46973,15.0013,0.0611111,-5.0192,,,,
7705,-3.7191699999999996,14.9743,22.6319,0.631659,-4.57006,-0.652134,9.390410000000001,15.0015,0.0596811,-5.01863,,,,
7706,-3.7549099999999997,14.9238,22.6338,0.608416,-4.56352,-0.65263,9.38969,15.0017,0.058665199999999994,-5.01806,,,,
7707,-3.22792,15.4371,22.6358,0.586196,-4.55695,-0.528876,9.513630000000001,15.0019,0.0580525,-5.01748,,,,
7708,-2.05908,16.5934,22.6377,0.565146,-4.55037,-0.276862,9.76622,15.0021,0.057829700000000005,-5.0169,,,,
7709,-0.483537,18.1577,22.6396,0.545396,-4.54376,0.0385121,10.0825,15.0024,0.0579805,-5.01631,,,,
7710,1.0036200000000002,19.6351,22.6416,0.5270560000000001,-4.53714,0.30978,10.3551,15.0026,0.058485699999999995,-5.0157099999999994,,,,
7711,1.93205,20.5553,22.6435,0.510211,-4.53049,0.451059,10.4981,15.0028,0.05932330000000001,-5.01511,,,,
7712,2.15252,20.769000000000002,22.6454,0.49492299999999995,-4.52383,0.44899799999999995,10.498,15.003,0.0604684,-5.01451,,,,
7713,1.9008900000000002,20.5123,22.6474,0.48122600000000004,-4.51714,0.35992199999999996,10.4111,15.0032,0.061893,-5.01389,,,,
7714,1.58259,20.1906,22.6493,0.469125,-4.51044,0.259525,10.3133,15.0034,0.0635665,-5.01328,,,,
7715,1.46894,20.075,22.6512,0.45859700000000003,-4.50371,0.19099100000000002,10.2474,15.0037,0.0654552,-5.01265,,,,
7716,1.55702,20.1628,22.6532,0.449587,-4.49697,0.153285,10.2127,15.0039,0.06752269999999999,-5.01202,,,,
7717,1.6774900000000001,20.2844,22.6551,0.44200900000000004,-4.4902,0.12978699999999999,10.1922,15.0041,0.0697299,-5.0113900000000005,,,,
7718,1.70708,20.3164,22.656999999999996,0.43574700000000005,-4.48342,0.12026300000000001,10.1858,15.0043,0.0720352,-5.01075,,,,
7719,1.66915,20.2821,22.6589,0.43065299999999995,-4.47661,0.141424,10.2102,15.0045,0.0743946,-5.0101,,,,
7720,1.64451,20.2622,22.6609,0.42655200000000004,-4.46978,0.198246,10.2703,15.0047,0.0767617,-5.00945,,,,
7721,1.61524,20.2383,22.6628,0.423237,-4.462940000000001,0.260588,10.3358,15.0049,0.07908839999999999,-5.00879,,,,
7722,1.42462,20.0538,22.6647,0.420479,-4.4560699999999995,0.274604,10.353,15.0052,0.08132460000000001,-5.00813,,,,
7723,0.9046069999999999,19.5401,22.6667,0.418019,-4.44919,0.20192100000000002,10.2833,15.0054,0.0834188,-5.00746,,,,
7724,0.0414926,18.6834,22.6686,0.41558199999999995,-4.44228,0.0497971,10.1339,15.0056,0.08531849999999999,-5.00678,,,,
7725,-0.9909180000000001,17.6571,22.6705,0.412868,-4.43536,-0.136676,9.95,15.0058,0.0869702,-5.00609,,,,
7726,-1.963,16.6906,22.6725,0.409566,-4.4284099999999995,-0.311542,9.777389999999999,15.005999999999998,0.08832000000000001,-5.0054099999999995,,,,
7727,-2.74749,15.0893,21.0343,0.382577,-3.5800199999999998,-0.456847,9.651810000000001,15.2907,0.08627939999999999,-5.268330000000001,,,,
7728,-3.33774,14.4982,21.0356,0.374371,-3.57405,-0.573703,9.53638,15.2907,0.0865643,-5.267180000000001,,,,
7729,-3.72082,14.1128,21.037,0.364674,-3.56805,-0.652542,9.45851,15.2907,0.0863847,-5.266030000000001,,,,
7730,-3.75593,14.0735,21.0383,0.35317,-3.5620300000000005,-0.6531560000000001,9.45836,15.2907,0.0856922,-5.26486,,,,
7731,-3.22739,14.5959,21.0397,0.339545,-3.55599,-0.529139,9.582289999999999,15.2907,0.08443989999999998,-5.2637,,,,
7732,-2.057,15.7576,21.0411,0.323492,-3.5499300000000003,-0.27649,9.83426,15.2907,0.0825832,-5.262519999999999,,,,
7733,-0.480919,17.3224,21.0424,0.304714,-3.5438400000000003,0.0394941,10.1489,15.2907,0.0800803,-5.261340000000001,,,,
7734,1.00559,18.7946,21.0438,0.28293,-3.5377400000000003,0.310898,10.4183,15.2907,0.076892,-5.26015,,,,
7735,1.93298,19.7044,21.0451,0.257877,-3.5316099999999997,0.451743,10.5564,15.2907,0.0729831,-5.25895,,,,
7736,2.15295,19.9033,21.0465,0.229316,-3.52546,0.449031,10.5503,15.2907,0.0683218,-5.25775,,,,
7737,1.90162,19.6272,21.0478,0.197034,-3.51928,0.359575,10.4566,15.2907,0.0628809,-5.25654,,,,
7738,1.5838,19.2808,21.0492,0.16085,-3.51309,0.259273,10.3513,15.2907,0.05663769999999999,-5.255319999999999,,,,
7739,1.47003,19.1343,21.0506,0.12061400000000001,-3.5068699999999997,0.19109600000000002,10.2772,15.2907,0.049574400000000005,-5.25409,,,,
7740,1.55724,19.1847,21.0519,0.0762157,-3.50063,0.153623,10.2331,15.2907,0.0416788,-5.25286,,,,
7741,1.6767599999999998,19.2632,21.0533,0.0275815,-3.4943699999999995,0.13006099999999998,10.202,15.2906,0.032944,-5.25162,,,,
7742,1.7061,19.2473,21.0546,-0.0253193,-3.48809,0.120342,10.184,15.2906,0.0233693,-5.250380000000001,,,,
7743,1.66871,19.1604,21.055999999999997,-0.0824743,-3.48179,0.141456,10.1959,15.2906,0.012959799999999999,-5.24912,,,,
7744,1.64473,19.0828,21.0573,-0.143826,-3.47546,0.19844900000000001,10.243,15.2906,0.00172708,-5.24786,,,,
7745,1.61545,18.9958,21.0587,-0.20927199999999999,-3.4691099999999997,0.260949,10.2947,15.2906,-0.010311,-5.24659,,,,
7746,1.42405,18.7427,21.0601,-0.278663,-3.46274,0.274828,10.297,15.2906,-0.023129900000000002,-5.24531,,,,
7747,0.9031629999999999,18.1564,21.0614,-0.351802,-3.45635,0.20169,10.2116,15.2906,-0.036698699999999994,-5.24403,,,,
7748,0.039819099999999996,17.2242,21.0628,-0.42845,-3.4499400000000002,0.0490901,10.046,15.2906,-0.050980000000000004,-5.24274,,,,
7749,-0.9920950000000001,16.1202,21.0641,-0.50832,-3.4435,-0.13753900000000002,9.84571,15.2906,-0.0659298,-5.24144,,,,
7750,-1.9636099999999999,15.0737,21.0655,-0.5910850000000001,-3.43705,-0.312185,9.6568,15.2906,-0.08149780000000001,-5.240130000000001,,,,
7751,-2.7450099999999997,13.0584,18.1183,-0.703272,-1.61163,-0.45628599999999997,9.120439999999999,14.5507,-0.10362,-4.87035,,,,
7752,-3.3366300000000004,12.3818,18.1185,-0.7933399999999999,-1.6067,-0.573458,8.98665,14.5509,-0.121071,-4.8697099999999995,,,,
7753,-3.7206900000000003,11.9112,18.1186,-0.8849450000000001,-1.60175,-0.6526350000000001,8.89048,14.5511,-0.138914,-4.86906,,,,
7754,-3.75607,11.7883,18.1187,-0.9775889999999999,-1.59677,-0.653737,8.87209,14.5513,-0.157066,-4.8684,,,,
7755,-3.2276599999999998,12.2286,18.1188,-1.07075,-1.5917700000000001,-0.530245,8.978069999999999,14.5515,-0.175441,-4.86773,,,,
7756,-2.0580700000000003,13.3102,18.1189,-1.1638700000000002,-1.58675,-0.27786,9.212819999999999,14.5517,-0.19395,-4.8670599999999995,,,,
7757,-0.483604,14.7973,18.1191,-1.2564,-1.58171,0.0383013,9.51132,14.5519,-0.21249899999999997,-4.86637,,,,
7758,1.00132,16.1961,18.1192,-1.34775,-1.57664,0.310125,9.76555,14.5521,-0.23099299999999998,-4.86567,,,,
7759,1.9282,17.0386,18.1193,-1.43734,-1.57155,0.45115299999999997,9.88914,14.5523,-0.24933200000000003,-4.86496,,,,
7760,2.14909,17.1775,18.1194,-1.5245799999999998,-1.56644,0.448049,9.86887,14.5525,-0.267419,-4.864240000000001,,,,
7761,1.8993400000000003,16.8487,18.1195,-1.6088799999999999,-1.5613,0.35778499999999996,9.7618,14.5527,-0.285152,-4.863519999999999,,,,
7762,1.58266,16.4565,18.1196,-1.68967,-1.5561399999999999,0.256866,9.64454,14.5529,-0.30243200000000003,-4.86278,,,,
7763,1.4691100000000001,16.2715,18.1198,-1.76637,-1.5509600000000001,0.18884700000000001,9.56074,14.5531,-0.319158,-4.86203,,,,
7764,1.55617,16.2918,18.1199,-1.8384599999999998,-1.54576,0.152385,9.509160000000001,14.5533,-0.335233,-4.861269999999999,,,,
7765,1.67609,16.3502,18.12,-1.9053900000000001,-1.54053,0.130193,9.4726,14.5535,-0.350561,-4.86051,,,,
7766,1.70669,16.3248,18.1201,-1.96668,-1.53529,0.121531,9.45043,14.5537,-0.365048,-4.85973,,,,
7767,1.67078,16.2391,18.1202,-2.02188,-1.5300200000000002,0.143057,9.459389999999999,14.5539,-0.378605,-4.8589400000000005,,,,
7768,1.64752,16.1726,18.1204,-2.07055,-1.52472,0.199996,9.50478,14.5541,-0.391146,-4.858140000000001,,,,
7769,1.61788,16.1066,18.1205,-2.11232,-1.51941,0.262407,9.55676,14.5543,-0.402589,-4.85733,,,,
7770,1.4257,15.8854,18.1206,-2.14685,-1.51407,0.276403,9.5615,14.5545,-0.412861,-4.85652,,,,
7771,0.9045860000000001,15.3427,18.1207,-2.17386,-1.50871,0.203475,9.48057,14.5547,-0.42189,-4.85569,,,,
7772,0.0419324,14.4663,18.1208,-2.19312,-1.5033299999999998,0.0508886,9.32129,14.5549,-0.42961400000000005,-4.85485,,,,
7773,-0.9890180000000001,13.4296,18.121,-2.20443,-1.4979200000000001,-0.136051,9.12904,14.5551,-0.43597700000000006,-4.854,,,,
7774,-1.96029,12.4606,18.1211,-2.20768,-1.4925,-0.311189,8.95001,14.5553,-0.440929,-4.85314,,,,
7775,-2.7427799999999998,9.987219999999999,12.033,-2.22232,2.9193700000000002,-0.45590200000000003,8.08039,11.525,-0.45144799999999996,-2.53729,,,,
7776,-3.33357,9.40724,12.0303,-2.21179,2.9222799999999998,-0.5729810000000001,7.9588600000000005,11.5237,-0.45413100000000006,-2.5377099999999997,,,,
7777,-3.71675,9.0431,12.0277,-2.19305,2.92522,-0.6520699999999999,7.876869999999999,11.5223,-0.455273,-2.5381099999999996,,,,
7778,-3.75201,9.035,12.025,-2.1662,2.92818,-0.653371,7.87425,11.520999999999999,-0.454851,-2.53851,,,,
7779,-3.22486,9.59732,12.0224,-2.13137,2.9311599999999998,-0.530488,7.997389999999999,11.5196,-0.45285200000000003,-2.5389,,,,
7780,-2.05785,10.8073,12.0197,-2.08875,2.93416,-0.278923,8.2508,11.5183,-0.44927,-2.5392900000000003,,,,
7781,-0.486343,12.4294,12.0171,-2.03859,2.93719,0.0366277,8.56979,11.5169,-0.44411000000000006,-2.53966,,,,
7782,0.996419,13.9699,12.0145,-1.98118,2.94023,0.30838899999999997,8.84656,11.5156,-0.43738599999999994,-2.54003,,,,
7783,1.92267,14.9609,12.0118,-1.91688,2.9433,0.44989399999999996,8.99463,11.5142,-0.429119,-2.54038,,,,
7784,2.14427,15.2538,12.0092,-1.84607,2.94639,0.44747,9.00028,11.5129,-0.41934,-2.54073,,,,
7785,1.89572,15.0826,12.0065,-1.76918,2.9495,0.357695,8.920069999999999,11.5115,-0.408089,-2.54107,,,,
7786,1.57987,14.8497,12.0039,-1.68668,2.95263,0.25690999999999997,8.83028,11.5102,-0.395413,-2.54141,,,,
7787,1.46654,14.8245,12.0012,-1.5990799999999998,2.9557900000000004,0.188807,8.77455,11.5088,-0.381368,-2.54173,,,,
7788,1.55361,15.0043,11.9986,-1.5069,2.95896,0.152295,8.75173,11.5075,-0.366016,-2.54205,,,,
7789,1.6739099999999998,15.2213,11.9959,-1.41069,2.96216,0.130218,8.744580000000001,11.5061,-0.349429,-2.54235,,,,
7790,1.7055099999999999,15.3532,11.9933,-1.31102,2.96538,0.121769,8.75223,11.5048,-0.331681,-2.54265,,,,
7791,1.671,15.4218,11.9907,-1.20848,2.96862,0.143466,8.79112,11.5034,-0.31285599999999997,-2.54294,,,,
7792,1.6490799999999999,15.5053,11.988,-1.10366,2.97189,0.200481,8.86632,11.5021,-0.293041,-2.5432200000000003,,,,
7793,1.62036,15.5838,11.9854,-0.997138,2.97517,0.26294,8.94787,11.5008,-0.272328,-2.5434900000000003,,,,
7794,1.42858,15.5003,11.9827,-0.8895139999999999,2.97848,0.277034,8.981869999999999,11.4994,-0.250814,-2.54375,,,,
7795,0.907438,15.088,11.9801,-0.781365,2.9818,0.20422300000000002,8.92967,11.4981,-0.228598,-2.5440099999999997,,,,
7796,0.044457800000000006,14.3338,11.9774,-0.673259,2.98515,0.051659000000000004,8.79833,11.4967,-0.205783,-2.54425,,,,
7797,-0.9869030000000001,13.4107,11.9748,-0.565746,2.98853,-0.13541,8.63299,11.4954,-0.182473,-2.54448,,,,
7798,-1.9583700000000002,12.5463,11.9721,-0.45935200000000004,2.99192,-0.310732,8.47979,11.494000000000002,-0.158774,-2.54471,,,,
7799,-2.74728,12.7911,15.4661,-0.353184,0.42543500000000006,-0.458109,9.03628,14.6539,-0.133495,-5.02605,,,,
7800,-3.33932,12.3066,15.4649,-0.249653,0.430763,-0.575781,8.9443,14.6545,-0.109374,-5.02502,,,,
7801,-3.7234599999999998,12.0276,15.4636,-0.14865599999999998,0.43611300000000003,-0.654755,8.89109,14.655,-0.0851876,-5.023969999999999,,,,
7802,-3.75845,12.0948,15.4624,-0.0506008,0.441485,-0.6554939999999999,8.916089999999999,14.6555,-0.0610395,-5.0229,,,,
7803,-3.2292,12.722999999999999,15.4611,0.0441436,0.44687899999999997,-0.532046,9.06515,14.6561,-0.0370326,-5.0218300000000005,,,,
7804,-2.0587299999999997,13.9887,15.4599,0.135249,0.452295,-0.2802,9.34238,14.6566,-0.0132664,-5.02074,,,,
7805,-0.48385500000000004,15.655,15.4587,0.222431,0.457733,0.035408300000000004,9.68304,14.6571,0.010162799999999998,-5.01965,,,,
7806,1.00082,17.2269,15.4574,0.30544899999999997,0.463193,0.307282,9.979560000000001,14.6576,0.033162699999999996,-5.01854,,,,
7807,1.92714,18.2361,15.4562,0.384104,0.468675,0.449161,10.1456,14.6582,0.0556456,-5.0174199999999995,,,,
7808,2.1477,18.5351,15.455,0.458247,0.474179,0.44730699999999995,10.1673,14.6587,0.0775284,-5.01628,,,,
7809,1.8980599999999999,18.3593,15.4537,0.52777,0.479705,0.358042,10.1009,14.6592,0.0987335,-5.01514,,,,
7810,1.58154,18.1119,15.4525,0.592608,0.485253,0.257513,10.0225,14.6598,0.119189,-5.01398,,,,
7811,1.46771,18.0625,15.4512,0.652741,0.49082200000000004,0.189453,9.975769999999999,14.6603,0.138829,-5.01281,,,,
7812,1.5541,18.2087,15.45,0.708188,0.496413,0.152998,9.95979,14.6608,0.157593,-5.01163,,,,
7813,1.6737,18.3835,15.4488,0.7590060000000001,0.502026,0.13118,9.95752,14.6614,0.175428,-5.01044,,,,
7814,1.70527,18.4658,15.4475,0.80529,0.5076609999999999,0.123178,9.968110000000001,14.6619,0.19228699999999999,-5.00924,,,,
7815,1.67185,18.4786,15.4463,0.847166,0.513316,0.14533800000000002,10.0079,14.6624,0.20813,-5.00802,,,,
7816,1.6517400000000002,18.5006,15.4451,0.884793,0.518994,0.20266800000000001,10.0817,14.6629,0.222923,-5.0068,,,,
7817,1.62438,18.5113,15.4438,0.9183530000000001,0.524692,0.265248,10.1598,14.6635,0.23663800000000001,-5.00556,,,,
7818,1.43252,18.3536,15.4426,0.948055,0.530412,0.279289,10.1882,14.664000000000001,0.249257,-5.00431,,,,
7819,0.9097709999999999,17.8614,15.4413,0.974125,0.536154,0.20620300000000003,10.1285,14.6645,0.260763,-5.00305,,,,
7820,0.0445153,17.0233,15.4401,0.996806,0.541917,0.0530076,9.98745,14.6651,0.27115100000000003,-5.00177,,,,
7821,-0.9888319999999999,16.0141,15.4389,1.01635,0.5477,-0.135123,9.8104,14.6656,0.280416,-5.00049,,,,
7822,-1.9617,15.0625,15.4376,1.03303,0.553505,-0.311769,9.64373,14.6661,0.288565,-4.9991900000000005,,,,
7823,-2.75192,15.1073,18.7131,1.0500399999999999,-1.9038700000000002,-0.459767,9.569339999999999,14.7458,0.297158,-5.01386,,,,
7824,-3.34335,14.5358,18.7133,1.0622,-1.8963599999999998,-0.577012,9.46037,14.7466,0.30338200000000004,-5.01255,,,,
7825,-3.72674,14.1702,18.7135,1.07227,-1.8888200000000002,-0.655755,9.38883,14.7473,0.308523,-5.01124,,,,
7826,-3.7606599999999997,14.1523,18.7137,1.08049,-1.88127,-0.656567,9.39418,14.7481,0.312602,-5.00991,,,,
7827,-3.22955,14.6978,18.7139,1.08713,-1.87369,-0.5332859999999999,9.52259,14.7488,0.315645,-5.00857,,,,
7828,-2.05645,15.8839,18.7141,1.0924,-1.8660900000000002,-0.281343,9.77867,14.7496,0.317681,-5.007219999999999,,,,
7829,-0.479133,17.4732,18.7143,1.0965200000000002,-1.85847,0.0348124,10.097999999999999,14.7503,0.318744,-5.00586,,,,
7830,1.00653,18.9699,18.7145,1.09971,-1.85083,0.307562,10.373,14.7511,0.31887,-5.0044900000000005,,,,
7831,1.9318,19.9055,18.7147,1.1021299999999998,-1.84317,0.450317,10.5171,14.7518,0.31809899999999997,-5.0031,,,,
7832,2.14995,20.1333,18.7149,1.10396,-1.83548,0.449062,10.5164,14.7526,0.316471,-5.00171,,,,
7833,1.8980099999999998,19.8907,18.7151,1.10532,-1.82778,0.360048,10.4271,14.7533,0.314033,-5.0003,,,,
7834,1.58041,19.582,18.7153,1.1063399999999999,-1.82005,0.25952,10.3255,14.7541,0.310828,-4.998880000000001,,,,
7835,1.46676,19.4771,18.7155,1.10711,-1.8123,0.19132000000000002,10.2556,14.7548,0.30690500000000004,-4.99745,,,,
7836,1.55374,19.5726,18.7157,1.10769,-1.80453,0.154611,10.2165,14.7556,0.302313,-4.99601,,,,
7837,1.67365,19.701,18.7159,1.10814,-1.7967400000000002,0.132417,10.1913,14.7563,0.297101,-4.99456,,,,
7838,1.7052599999999998,19.7409,18.7161,1.10847,-1.78893,0.123982,10.1793,14.7571,0.291319,-4.9931,,,,
7839,1.67219,19.7161,18.7163,1.1087,-1.7811,0.145785,10.197000000000001,14.7578,0.285018,-4.991619999999999,,,,
7840,1.6530099999999999,19.7051,18.7165,1.10879,-1.77325,0.202923,10.2496,14.7586,0.278248,-4.99014,,,,
7841,1.62666,19.6867,18.7167,1.10873,-1.76538,0.265399,10.3071,14.7593,0.271059,-4.98864,,,,
7842,1.43487,19.5028,18.7169,1.1084399999999999,-1.7574900000000002,0.279213,10.3156,14.7601,0.263502,-4.98714,,,,
7843,0.910724,18.9862,18.7171,1.1078700000000001,-1.74958,0.20563,10.2364,14.7608,0.255625,-4.98562,,,,
7844,0.0430929,18.1257,18.7173,1.10694,-1.74164,0.05175830000000001,10.0767,14.7616,0.24747800000000003,-4.98409,,,,
7845,-0.992445,17.097,18.7175,1.10555,-1.7336900000000002,-0.136923,9.88195,14.7623,0.239108,-4.98255,,,,
7846,-1.9664,16.1292,18.7177,1.10361,-1.7257200000000001,-0.31371,9.69891,14.7631,0.23056300000000002,-4.981,,,,
7847,-2.75461,14.5987,16.0596,1.09881,0.194943,-0.460442,9.431239999999999,14.46,0.22085300000000002,-4.7892,,,,
7848,-3.34683,14.0084,16.0585,1.09527,0.20139300000000002,-0.5777869999999999,9.30712,14.4609,0.211952,-4.78796,,,,
7849,-3.73066,13.6256,16.0575,1.09089,0.20786100000000002,-0.656589,9.2215,14.4618,0.20301,-4.78672,,,,
7850,-3.7639099999999996,13.5925,16.0565,1.08556,0.214348,-0.657339,9.21396,14.4627,0.194071,-4.78546,,,,
7851,-3.23074,14.1247,16.0554,1.0792,0.22085300000000002,-0.533805,9.33075,14.4636,0.185176,-4.78419,,,,
7852,-2.05499,15.2985,16.0544,1.07172,0.227377,-0.281464,9.57644,14.4645,0.176362,-4.78292,,,,
7853,-0.475764,16.8745,16.0533,1.06305,0.23391900000000002,0.035075,9.886460000000001,14.4653,0.16767,-4.781630000000001,,,,
7854,1.01004,18.3559,16.0523,1.05313,0.24048000000000003,0.30800900000000003,10.152999999999999,14.4662,0.159134,-4.78033,,,,
7855,1.9338400000000002,19.274,16.0512,1.0419200000000002,0.247058,0.45068800000000003,10.2896,14.4671,0.150789,-4.77902,,,,
7856,2.14995,19.4832,16.0502,1.02938,0.253655,0.449197,10.2822,14.468,0.14266800000000002,-4.7777,,,,
7857,1.8965,19.2214,16.0491,1.0155,0.26027,0.359977,10.1873,14.4689,0.134802,-4.77637,,,,
7858,1.57829,18.8936,16.0481,1.0002799999999998,0.266903,0.25940599999999997,10.0814,14.4698,0.127219,-4.77503,,,,
7859,1.4646,18.769000000000002,16.0471,0.983757,0.273554,0.191326,10.0083,14.4707,0.119947,-4.773680000000001,,,,
7860,1.5517299999999998,18.8439,16.046,0.9659629999999999,0.28022199999999997,0.154799,9.96705,14.4716,0.11300999999999999,-4.77231,,,,
7861,1.67205,18.9509,16.045,0.946961,0.286909,0.132758,9.94069,14.4724,0.106432,-4.77094,,,,
7862,1.70478,18.9691,16.0439,0.9268290000000001,0.293613,0.124428,9.92843,14.4733,0.100233,-4.76956,,,,
7863,1.6736400000000002,18.9225,16.0429,0.9056649999999999,0.300334,0.146323,9.946810000000001,14.4742,0.0944332,-4.76817,,,,
7864,1.6565400000000001,18.889,16.0418,0.8835799999999999,0.307073,0.203547,10.0009,14.4751,0.0890479,-4.76676,,,,
7865,1.63135,18.8467,16.0408,0.8607030000000001,0.31382899999999997,0.266048,10.0608,14.475999999999999,0.0840918,-4.76535,,,,
7866,1.4391399999999999,18.6367,16.0397,0.837174,0.320603,0.279752,10.0723,14.4769,0.0795768,-4.76392,,,,
7867,0.913269,18.0925,16.0387,0.8131470000000001,0.327394,0.20590999999999998,9.9967,14.4778,0.0755125,-4.762490000000001,,,,
7868,0.043591399999999995,17.2042,16.0377,0.788782,0.334202,0.0517076,9.84122,14.4787,0.0719058,-4.76104,,,,
7869,-0.9934799999999999,16.1484,16.0366,0.7642479999999999,0.341027,-0.137268,9.65144,14.4795,0.068761,-4.75959,,,,
7870,-1.96835,15.1548,16.0356,0.739718,0.347869,-0.314255,9.47412,14.4804,0.0660799,-4.75813,,,,
7871,-2.76016,15.2693,18.8329,0.722971,-1.52644,-0.462,9.56883,15.2068,0.06387480000000001,-5.23983,,,,
7872,-3.35298,14.6624,18.8332,0.700125,-1.51793,-0.579548,9.45277,15.2076,0.0622875,-5.2375300000000005,,,,
7873,-3.73696,14.2648,18.8334,0.67776,-1.5094100000000001,-0.6581779999999999,9.37607,15.2083,0.0611467,-5.23522,,,,
7874,-3.76915,14.2197,18.8336,0.656027,-1.5008700000000001,-0.6583720000000001,9.378260000000001,15.2091,0.060441199999999994,-5.2329099999999995,,,,
7875,-3.23327,14.7434,18.8339,0.635065,-1.49231,-0.534089,9.505360000000001,15.2099,0.060156600000000005,-5.230580000000001,,,,
7876,-2.0537400000000003,15.9117,18.8341,0.615003,-1.48374,-0.281065,9.761610000000001,15.2106,0.060275699999999995,-5.22824,,,,
7877,-0.471243,17.4839,18.8344,0.595955,-1.47516,0.0359234,10.0822,15.2114,0.06077819999999999,-5.2259,,,,
7878,1.0158399999999999,18.9619,18.8346,0.578015,-1.46656,0.30906500000000003,10.3594,15.2122,0.0616406,-5.22354,,,,
7879,1.9385700000000001,19.8768,18.8349,0.56126,-1.45794,0.45178900000000005,10.5064,15.213,0.06283659999999999,-5.22118,,,,
7880,2.15236,20.0839,18.8351,0.5457420000000001,-1.4493,0.450247,10.5095,15.2137,0.0643368,-5.2188,,,,
7881,1.89695,19.8232,18.8354,0.531492,-1.44066,0.36088899999999996,10.4251,15.2145,0.06610880000000001,-5.216419999999999,,,,
7882,1.57815,19.5003,18.8356,0.518514,-1.4319899999999999,0.26009499999999997,10.3295,15.2153,0.0681174,-5.21402,,,,
7883,1.46502,19.3843,18.8358,0.506785,-1.42331,0.191774,10.2665,15.2161,0.0703245,-5.21162,,,,
7884,1.55301,19.4707,18.8361,0.496258,-1.41462,0.155103,10.2354,15.2168,0.07268960000000001,-5.20921,,,,
7885,1.67385,19.5911,18.8363,0.486853,-1.40591,0.13308399999999998,10.2191,15.2176,0.0751694,-5.20679,,,,
7886,1.70681,19.6247,18.8366,0.47846700000000003,-1.3971799999999999,0.124894,10.2166,15.2184,0.07771839999999999,-5.20435,,,,
7887,1.67603,19.5954,18.8368,0.470967,-1.38844,0.146895,10.2444,15.2191,0.0802891,-5.20191,,,,
7888,1.65947,19.581,18.8371,0.464193,-1.3796899999999999,0.204062,10.3073,15.2199,0.0828317,-5.19947,,,,
7889,1.63449,19.5588,18.8373,0.457959,-1.3709200000000001,0.266332,10.3753,15.2207,0.08529529999999999,-5.19701,,,,
7890,1.44151,19.369,18.8376,0.452057,-1.36214,0.27973600000000004,10.3943,15.2215,0.08762710000000001,-5.19454,,,,
7891,0.9138149999999999,18.8445,18.8378,0.446254,-1.35334,0.20563,10.3256,15.2222,0.0897738,-5.192069999999999,,,,
7892,0.0418755,17.9757,18.8381,0.44029700000000005,-1.34453,0.0512014,10.1763,15.222999999999999,0.0916809,-5.18958,,,,
