,season_x,season_y,month_x,month_y,week_x,week_y,weekday_x,weekday_y,holiday,hour_x,hour_y
0,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,1.0,0.0
1,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,0.9659258262890684,0.25881904510252074
2,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,0.8660254037844387,0.5
3,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,0.7071067811865476,0.7071067811865475
4,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,0.5000000000000001,0.8660254037844386
5,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,0.25881904510252074,0.9659258262890684
6,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,6.123233995736766e-17,1.0
7,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,-0.25881904510252063,0.9659258262890684
8,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,-0.4999999999999998,0.8660254037844387
9,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,-0.7071067811865475,0.7071067811865476
10,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,-0.8660254037844387,0.5
11,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,-0.9659258262890682,0.258819045102521
12,-1.8369701987210294e-16,-1.0,0.8660254037844384,-0.5000000000000004,0.8229838658936564,-0.5680647467311559,-0.9009688679024191,-0.433883739117558,0,-1.0,1.2246467991473532e-16
