Grid_name,MAE,RMSE,MAPE,sMAPE
grid1,0.8815356015416566,2.820792459171579,5.250238860808692,4.373984665200845
grid2,0.5097209427172206,1.432565129395869,3.5889062967848835,3.361696789491697
grid3,0.08498303562741008,0.027204203207162565,7.908841962775448,6.905533219462311
Accumulative,1.2472178765840545,5.763940198174552,3.4323284303512573,3.29190256359633
