Grid_name,MAE,RMSE,MAPE,sMAPE
grid1,3.843033346990158,23.337063197594443,20.72664882254493,17.98192188710439
grid2,1.6725444678416113,4.535659719562417,13.592660545126328,13.194645841185201
grid3,0.16846693247882807,0.08618947616104783,15.778790126388872,13.991590387074314
Accumulative,4.808338892423895,35.90554011741058,13.986747269451858,13.309108520814913
