Grid_name,MAE,RMSE,MAPE,sMAPE
grid1,3.898188586765028,23.667366224309756,20.89026368359107,18.18995433080734
grid2,2.5381231953189154,10.451246912817359,19.65054412797284,19.401684829484523
grid3,0.23097806468228893,0.10057519514806089,20.87321153007413,19.528464690851752
Accumulative,5.440289165737376,46.729121679634495,15.665943229898808,15.086137867506565
